"Program","Year","Period","Geo.Level","State","State.ANSI","Market","Measure","Unit","Domain","Chemical","Code","Value","CV...."
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CYFLUMETOFEN",138831,2.2,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FENPROPATHRIN",127901,1.3,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FLONICAMID",128016,2.3,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,1.7,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","HEXYTHIAZOX",128849,1.2,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","IMIDACLOPRID",129099,1.1,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","MALATHION",57701,1.3,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,1.6,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NOVALURON",124002,3,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINETORAM",110007,1.8,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","SPINOSAD",110003,1.8,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","THIAMETHOXAM",60109,1.5,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","CHLOROPICRIN",81501,2.3,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","DICHLOROPROPENE",29001,1.2,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","OTHER","FLUTRIAFOL",128940,1.9,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","NITROGEN",NA,12.6,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","PHOSPHATE",NA,8.6,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","POTASH",NA,10.5,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","AZOXYSTROBIN",128810,24,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BORAX DECAHYDRATE",11102,70,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","BOSCALID",128008,17,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CAPTAN",81301,88,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYPRODINIL",288202,81,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FENHEXAMID",90209,26,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUDIOXONIL",71503,87,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUOPYRAM",80302,87,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUXAPYROXAD",138009,56,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MEFENOXAM",113502,23,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","MYCLOBUTANIL",128857,46,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PENTHIOPYRAD",90112,19,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","POLYOXIN D ZINC SALT",230000,70,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PROPICONAZOLE",122101,31,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRACLOSTROBIN",99100,69,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","PYRIMETHANIL",288201,19,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","QUINOLINE",55459,44,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","SULFUR",77501,75,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TETRACONAZOLE",120603,50,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIOPHANATE-METHYL",102001,15,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIRAM",79801,70,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TOTAL",NA,92,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TRIFLOXYSTROBIN",129112,87,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","FLUMIOXAZIN",129034,29,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","PENDIMETHALIN",108501,28,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","TOTAL",NA,29,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ABAMECTIN",122804,30,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACEQUINOCYL",6329,46,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACETAMIPRID",99050,43,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","AZADIRACHTIN",121701,57,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENAZATE",586,61,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENTHRIN",128825,60,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI ABTS-351",6522,7,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BT KURSTAKI SA-11",6519,34,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,29,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYANTRANILIPROLE",90098,16,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CYFLUMETOFEN",138831,44,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FENPROPATHRIN",127901,47,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLONICAMID",128016,73,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","FLUPYRADIFURONE",122304,37,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","HEXYTHIAZOX",128849,55,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","IMIDACLOPRID",129099,15,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","MALATHION",57701,19,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","METHOXYFENOZIDE",121027,66,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NOVALURON",124002,56,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINETORAM",110007,70,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","SPINOSAD",110003,27,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","THIAMETHOXAM",60109,33,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","TOTAL",NA,93,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","CHLOROPICRIN",81501,59,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","DICHLOROPROPENE",29001,29,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","FLUTRIAFOL",128940,41,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","TOTAL",NA,71,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","NITROGEN",NA,61,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","PHOSPHATE",NA,63,""
"SURVEY",2023,"YEAR","STATE","CALIFORNIA",6,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","POTASH",NA,72,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,210,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","FUNGICIDE","AZOXYSTROBIN",128810,100,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","ABAMECTIN",122804,100,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","ACETAMIPRID",99050,500,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","BIFENTHRIN",128825,100,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","CHLORANTRANILIPROLE",90100,400,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB","INSECTICIDE","THIAMETHOXAM",60109,400,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.151,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CAPTAN",81301,2.012,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","CYPRODINIL",288202,0.244,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.152,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","THIRAM",79801,2.156,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ABAMECTIN",122804,0.031,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","ACETAMIPRID",99050,0.144,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","BIFENTHRIN",128825,0.117,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.054,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","NOVALURON",124002,0.077,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.058,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","NITROGEN",NA,12,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","PHOSPHATE",NA,4,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FERTILIZER","POTASH",NA,22,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","AZOXYSTROBIN",128810,0.214,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CAPTAN",81301,10.509,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","CYPRODINIL",288202,0.756,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","FLUDIOXONIL",71503,0.47,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FUNGICIDE","THIRAM",79801,12.456,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ABAMECTIN",122804,0.033,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","ACETAMIPRID",99050,0.179,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","BIFENTHRIN",128825,0.136,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,0.06,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","NOVALURON",124002,0.18,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","INSECTICIDE","THIAMETHOXAM",60109,0.064,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","NITROGEN",NA,43,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","PHOSPHATE",NA,29,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","LB / ACRE / YEAR, AVG","FERTILIZER","POTASH",NA,79,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","AZOXYSTROBIN",128810,1.4,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CAPTAN",81301,5.2,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","CYPRODINIL",288202,3.1,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","FLUDIOXONIL",71503,3.1,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FUNGICIDE","THIRAM",79801,5.8,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ABAMECTIN",122804,1.1,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","ACETAMIPRID",99050,1.2,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","BIFENTHRIN",128825,1.2,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,1.1,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","NOVALURON",124002,2.3,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","INSECTICIDE","THIAMETHOXAM",60109,1.1,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","NITROGEN",NA,3.6,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","PHOSPHATE",NA,7.6,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","APPLICATIONS","NUMBER, AVG","FERTILIZER","POTASH",NA,3.6,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","AZOXYSTROBIN",128810,3,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CAPTAN",81301,96,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","CYPRODINIL",288202,91,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","FLUDIOXONIL",71503,91,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","THIRAM",79801,63,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FUNGICIDE","TOTAL",NA,100,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","HERBICIDE","TOTAL",NA,26,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ABAMECTIN",122804,14,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","ACETAMIPRID",99050,20,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","BIFENTHRIN",128825,6,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","CHLORANTRANILIPROLE",90100,42,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","NOVALURON",124002,59,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","THIAMETHOXAM",60109,42,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","TOTAL",NA,65,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","OTHER","TOTAL",NA,22,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","NITROGEN",NA,56,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","PHOSPHATE",NA,15,""
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"BEARING","TREATED","PCT OF AREA BEARING, AVG","FERTILIZER","POTASH",NA,57,""
"SURVEY",2023,"YEAR","STATE","OTHER STATES",-1,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,114,""
"SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,135,""
"SURVEY",2022,"MARKETING YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,27.1,""
"SURVEY",2022,"MARKETING YEAR","STATE","CALIFORNIA",6,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,108,""
"SURVEY",2022,"MARKETING YEAR","STATE","FLORIDA",12,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,169,""
"SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",-1,"OTHER","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",-1,"FRESH MARKET","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,135,""
"SURVEY",2022,"MARKETING YEAR","STATE","OTHER STATES",-1,"PROCESSING","PRICE RECEIVED","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,27.1,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,507,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"OTHER","YIELD","TONS / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,25.33,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,116,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"FRESH MARKET","PRICE RECEIVED, 10 YEAR AVG","$ / CWT","NOT SPECIFIED","NOT SPECIFIED",NA,116,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED, 10 YEAR AVG FOR PARITY PURPOSES","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,43.5,""
"SURVEY",2022,"YEAR","NATIONAL","US TOTAL",-1,"PROCESSING","PRICE RECEIVED, 10 YEAR AVG","$ / TON","NOT SPECIFIED","NOT SPECIFIED",NA,43.5,""
"SURVEY",2022,"YEAR","STATE","CALIFORNIA",6,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,590,""
"SURVEY",2022,"YEAR","STATE","FLORIDA",12,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,220,""
"SURVEY",2022,"YEAR","STATE","FLORIDA",12,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","$","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"YEAR","STATE","OTHER STATES",-1,"OTHER","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"YEAR","STATE","OTHER STATES",-1,"OTHER","YIELD","CWT / ACRE","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"YEAR","STATE","OTHER STATES",-1,"NOT SOLD","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
"SURVEY",2022,"YEAR","STATE","OTHER STATES",-1,"UTILIZED","PRODUCTION","CWT","NOT SPECIFIED","NOT SPECIFIED",NA,0,""
